tweet.id,user.id,author.nickname,sentiment,target,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation
10830146586,18767699,CBSNewsHotSheet,neutral,hcr,"Despite reports, Pelosi aides say Rep. Stupak is not a ''yes'' vote yet. #hcr",0.012941738590598106,0.0006582810310646892,0.0007546177948825061,0.0007444923976436257,0.006570607889443636,0.04019540920853615,0.005382880102843046,0.0008123844745568931,0.0009881622390821576,0.018177663907408714
10829805730,756018,jdcoffman,negative,dems,Looks like Pelosi is getting ready to play whack-a-mole with her giant gavel #hcr,0.02704126201570034,0.0018108227523043752,0.0008211373351514339,0.0006703156977891922,0.0015298423822969198,0.006876293569803238,0.07253295928239822,0.0017364489613100886,0.0008328020921908319,0.023061247542500496
10830200492,24608909,Lizzs_Lockeroom,positive,hcr,It is great to know that there are people who care about #HCR and not what's going on in #Tigersbedroom ....,0.8707208037376404,0.002020076848566532,0.0004077831981703639,0.0003186064714100212,0.00135540880728513,0.3991785943508148,0.0005501704290509224,0.0005648607038892806,0.0005470294272527099,0.006948426831513643
10829105860,20592516,Azbats,positive,hcr,3/21 the anniversary of my mother's death. Ins. refused her meds to help digestion probs caused by her pancreatic ca. /via @jillosopher #HCR,0.10915189981460571,0.0156826414167881,0.0005119923152960837,0.0006750549655407667,0.0008277020533569157,0.005455819424241781,0.008028761483728886,0.0015057780547067523,0.0017623510211706161,0.45009300112724304
10829610415,14144520,BobBrigham,positive,hcr,Contact @LorettaSanchez CoS & urge YES on #HCR. adriene.elrod@mail.house.gov pls rt 202-225-2965,0.02070692367851734,0.0011379459174349904,0.0021243698429316282,0.000671508489176631,0.014490547589957714,0.013566060923039913,0.005725011229515076,0.0009604667429812253,0.0012478241696953773,0.04804563894867897
10830265628,29834225,DanxMcGowan,negative,conservatives,These guys are straight up parroting Glenn Beck about Obama and socialism. Fucking idjits. #tcot #hcr  #obama,0.016966093331575394,0.000999853597022593,0.0005617522401735187,0.0007363951881416142,0.002612853655591607,0.0012831960339099169,0.21357691287994385,0.0010555313201621175,0.0027758937794715166,0.09439023584127426
10827492775,14483334,blakerutherford,negative,gop,"RT @Gabe_Holmstrom: If R's were as concerned about #hcr as they now say, why didn't they do anything about it when they were in control?",0.07371146976947784,0.0012028322089463472,0.001042165094986558,0.010434155352413654,0.001625398057512939,0.028699299320578575,0.01696695201098919,0.043027207255363464,0.00042323346133343875,0.006311699282377958
10830232206,16289988,MississippiMama,neutral,hcr,RT @MediaLizzy: STUPAK office recording yeas & nays of callers on #hcr bill - PLS call 202.225.4735 #killthebill,0.0074904258362948895,0.0009493301622569561,0.001228448236361146,0.0004111431771889329,0.001842498779296875,0.00280356383882463,0.0020771545823663473,0.0008027974399738014,0.000795327068772167,0.00759509764611721
10830089102,6980622,MediaLizzy,neutral,hcr,STUPAK office recording yeas & nays of callers on #hcr bill - PLS call 202.225.4735 #tcot #sgp #rfvradio,0.007127999793738127,0.0011750858975574374,0.0016097777988761663,0.0005020234384573996,0.0014678597217425704,0.006624238099902868,0.0020742372144013643,0.0011270741233602166,0.0010768149513751268,0.012195073999464512
10830366879,55329156,RNCResearch,negative,hcr,"RT @NRCC: Brian #Baird's (D, #WA03) `YES' vote on #hcr takeover likely to hurt Dems vying to succeed him #gopcodered",0.009580184705555439,0.0009603007347323,0.002827409654855728,0.002178607974201441,0.0036320588551461697,0.00178624561522156,0.004347686190158129,0.0007757864077575505,0.0006242900271899998,0.01125418208539486
10830445967,22393263,indjunjoe,positive,hcr,"Okay, this is a done deal. Anybody knows a good spot to watch the end of the world, before things go back to normal tomorrow? #hcr",0.4995254874229431,0.0012153267161920667,0.0003346328448969871,0.0003306245489511639,0.003870580345392227,0.012712325900793076,0.0009272268507629633,0.0009099979652091861,0.0011063363635912538,0.00800060573965311
10830419024,26459660,RTHTGakaRoland,negative,hcr,SAVE A PRESIDENCY - KILL A CONSTITUTION?? http://bit.ly/BooHooHoo  @bacaca43 @repjohnbarrow #tweetcongress #hcr,0.14344896376132965,0.0031108015682548285,0.0005637878784909844,0.0009606420644558966,0.0021302069071680307,0.03769595921039581,0.9575193524360657,0.0010886130621656775,0.0005198298022150993,0.07174714654684067
10830224555,1146211,ianblue,positive,hcr,"LMAO! moments before #HCR passes and there are less than 100 teabaggers on the Hill, while thousands march 4 immigration reform! #tcot #p2",0.010722044855356216,0.11661432683467865,0.0008709874819032848,0.0006183440564200282,0.006382439751178026,0.0018352658953517675,0.001151292584836483,0.0009967933874577284,0.0009040443692356348,0.008614016696810722
10830509833,16434558,LyndaOFA,positive,hcr,Speaker Pelosi wielding the same gavel today used to pass Medicare. #HCR #OFA  #p2,0.024152934551239014,0.000638214114587754,0.0024850706104189157,0.5021809935569763,0.0017225106712430716,0.016222121194005013,0.0996304601430893,0.001347135053947568,0.0005856856005266309,0.03031499870121479
10830548147,37089229,Nanmac3109,negative,gop,RT @blackjedi47    Since #GOP hates to take responsibility as of today they won't have to. #HCR #HCR #p2,0.016160786151885986,0.000649825728032738,0.0007224658038467169,0.009564031846821308,0.0012618341716006398,0.002005484187975526,0.01108019333332777,0.005137193016707897,0.0006125440704636276,0.007064534351229668
10830501515,16563576,PilarMarrero,neutral,hcr,"Today #HCR will pass in DC Also #immigration marches going on in DC and Los Angeles, asking for reform.",0.014642794616520405,0.21815887093544006,0.21165817975997925,0.0015726531855762005,0.00854610837996006,0.0009439537534490228,0.0005531227798201144,0.000907034904230386,0.00046373342047445476,0.006650697439908981
10828169696,54748372,1oldcoot,negative,conservatives,Today's TeaParty recruitment special - free hood with robe purchase. Today only!\n\n#GOP #tcot #p2 #foxnews #iamthemob #hcr #teaparty,0.00901971198618412,0.006156999617815018,0.0007687723264098167,0.0003993597056251019,0.0036787884309887886,0.0016702666180208325,0.0029880008660256863,0.0009006946929730475,0.0022508136462420225,0.015187451615929604
10830519040,26373615,aka_sana,neutral,hcr,Watch #hcr vote live. http://www.huffingtonpost.com/2010/03/21/health-care-vote-live-upd_n_507238.html#s75012,0.07412370294332504,0.05083966627717018,0.0012528187362477183,0.000487207667902112,0.013615314848721027,0.031139785423874855,0.0012580910697579384,0.0008669978124089539,0.0011445273412391543,0.11657197773456573
10830623081,5227331,Cubachi,neutral,hcr,RT @philipaklein: RT @JeffreyYoung_HC: Dem Reps. Lincoln Davis (TN) and John Tanner (TN) will both vote no again on #hcr,0.008714703842997551,0.0014638041611760855,0.001106784213334322,0.000885426823515445,0.0027811748441308737,0.0013740177964791656,0.001748154405504465,0.0008653649128973484,0.0007119762594811618,0.011897440999746323
10829671367,53578813,TxJogger12,positive,conservatives,"RT @LarryGeary: We need to find EXCELLENT, CONSERVATIVE candidates to oppose EVERY Democrat in Nov. #teaparty #killthebill #hcr #tcot #palin",0.008932984434068203,0.00372966262511909,0.000887263217009604,0.001084877410903573,0.004238138906657696,0.00440995441749692,0.0014742081984877586,0.0007721922593191266,0.0005920202820561826,0.013904261402785778
10830731011,22303656,sarahjoyhays,negative,hcr,RT @toddeherman: RT @GOPinkPolitics: DON'T GIVE UP! I GOT THRU TO STUPAK ON THIS NUMBER 202-225-4735   just minutes ago! #hcr #tcot,0.02831088751554489,0.0009082958567887545,0.0006476244307123125,0.000573795463424176,0.05255554988980293,0.004489682614803314,0.001070307451300323,0.0008905978174880147,0.0008763410151004791,0.008357730694115162
10830634629,15976988,schmiss,negative,other,"Why was the vote held 25 minutes?'' So we could hear additional crazy people on the C-SPAN phonelines, duh. #hcr #cspan",0.011283604428172112,0.001570792170241475,0.0008039905223995447,0.0006371290073730052,0.001664554001763463,0.00280587887391448,0.0007526112603954971,0.0005187562201172113,0.000554916332475841,0.007200063206255436
10828999989,23831682,ReaganGomez,neutral,hcr,"Watching, probably the best show on TV today, The #HCR reality show on C-Span.",0.032426703721284866,0.002639750251546502,0.00040730496402829885,0.0007761854212731123,0.002589478623121977,0.0030182634945958853,0.0010793425608426332,0.0011774443555623293,0.0011557125253602862,0.056513573974370956
10799514265,7597712,PajamasMedia,negative,hcr,Larrey Anderson: Probable Constitutional Challenges to #ObamaCare http://bit.ly/bvXxur #tcot #hcr #handsoff,0.008837358094751835,0.0030506413895636797,0.0008908605668693781,0.001138828112743795,0.0024024678859859705,0.0035388427786529064,0.011835262179374695,0.0009624921949580312,0.0006147472304292023,0.19860385358333588
10830839860,37063147,tdpwells,negative,hcr,The American Republic will endure until the day Congress discovers that it can bribe the public with the public's money.'' #tcot #hcr,0.030389418825507164,0.0016038221074268222,0.1142686977982521,0.09938130527734756,0.004973743576556444,0.050206996500492096,0.5463540554046631,0.004230374004691839,0.0012908150674775243,0.015322706662118435
